rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
1779,WASP-57,b,Transit,1,2.838971,0.000002,-0.000002,0,0.0386,0.0004,-0.0004,0,0,,,0,0.672,0.049,-0.046,0,,,,,0.916,0.017,-0.014,0,1.161,0.101,-0.094,0,88,0.1,-0.2,0,0,0,223.820099,-2.057665,455,80,-80,0,13.04,0.25,0,0,5600,100,-100,0,0,0.954,0.027,-0.027,0,0,0.84,0.07,-0.16,0,0,,,WASP-57 b,1,1,0,0,0,0,,,,,,,,,100,7,-7,0,1251,21,-22,0,,,,,213.573,15.573,-14.62,0,,,,,10.267,0.191,-0.157,0,0.094,0.002,-0.001,0,1.269,0.014,-0.014,0,0.096,0.0005,-0.0005,0,2455717.878,0.0002,-0.0002,0,BJD,0.345,0.033,-0.014,0,,,,,,,,,0.11265,0.00062,-0.00062,0,2012,3,0,20,6,http://exoplanet.eu/catalog/wasp-57_b/,http://exoplanets.org/detail/WASP-57_b,2/4/13,14.92133993,353.50403,48.272573,221.995419,14.022291,,,,,0,,,,,,,,,,,-23.21,0,0,0,0,4.6,G6,,0,0,4.57,0.01,-0.01,0,0,,,,,,2.307,0.062,-0.089,0,-0.25,0.1,-0.1,0,0,2.6,2.2,-1.8,0,[Fe/H],3.7,1.3,-1.3,0,0,,,,,,,,,,,,,,2,0,0,2,0,3,0,,,,,13.6,0.5,0,0,12.7,0.3,0,0,12.243,0.107,0,0,11.625,0.021,0,0,11.292,0.022,0,0,11.244,0.024,0,0,11.193,0.023,0,0,11.236,0.022,0,0,11.075,0.107,0,0,9.271,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0.333,0.03,0,0,0.048,0.033,0,0,0.381,0.032,0,0,,,,,,,,,,,,,3
1780,WASP-58,b,Transit,1,5.01718,0.000011,-0.000011,0,0.0561,0.002,-0.002,0,0,,,0,0.89,0.07,-0.07,0,,,,,1.37,0.2,-0.2,0,0.45,0.19,-0.19,0,87.4,1.5,-1.5,0,0,0,274.70105,45.172016,300,50,-50,0,11.66,,0,0,5800,150,-150,0,0,0.94,0.1,-0.1,0,0,1.17,0.13,-0.13,0,0,,,WASP-58 b,1,1,0,0,0,0,,,,,,,,,,,,,1270,80,-80,0,,,,,282.86,22.25,-22.25,0,,,,,15.36,2.24,-2.24,0,0.141,0.021,-0.021,0,1.45,0.1,-0.1,0,0.1582,0.0043,-0.0043,0,2455183.934,0.001,-0.001,0,HJD,0.46,0.23,-0.23,0,,,,,10.309,1.319,-1.05,0,,,,,2012,3,0,19,6,http://exoplanet.eu/catalog/wasp-58_b/,http://exoplanets.org/detail/WASP-58_b,11/13/12,18.31340332,72.932951,24.357923,279.055631,68.463581,,,,,0,,,,,,,,,,,-28.66,0,0,0,0,4.2,G2 V,,0,0,4.27,0.09,-0.09,0,0,,,,,,0.82,0.27,-0.27,0,-0.45,0.09,-0.09,0,0,3.2,4.5,-2.1,0,[Fe/H],2.8,0.9,-0.9,0,0,,,,,,,,,,,,,1SWASP J181848.25+451019.1,1,0,0,1,0,3,0,,,,,12.33,,0,0,,,,,,,,,10.626,0.027,0,0,10.364,0.032,0,0,10.285,0.018,0,0,10.251,0.023,0,0,10.279,0.019,0,0,10.239,0.051,0,0,9.335,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0.262,0.042,0,0,0.079,0.037,0,0,0.341,0.032,0,0,,,,,,,,,,,,,3
1781,WASP-59,b,Transit,1,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,0.1,0.042,-0.042,0,0.863,0.045,-0.045,0,,,,,0.775,0.068,-0.068,0,2.4,0.7,-0.7,0,89.27,0.52,-0.52,0,0,0,349.623138,24.88929,125,25,-25,0,13,,0,0,4650,150,-150,0,0,0.719,0.035,-0.035,0,0,0.61,0.04,-0.04,0,0,,,WASP-59 b,1,1,0,0,0,0,,,,,74,15,-15,0,,,,,670,35,-35,0,,,,,274.276,14.302,-14.302,0,,,,,8.687,0.762,-0.762,0,0.08,0.007,-0.007,0,1.69,0.08,-0.08,0,0.102,0.002,-0.002,0,2455830.956,0.00053,-0.00053,0,HJD,0.29,0.18,-0.18,0,,,,,24.39,1.926,-1.663,0,,,,,2012,3,0,20,6,http://exoplanet.eu/catalog/wasp-59_b/,http://exoplanets.org/detail/WASP-59_b,11/13/12,23.30820923,97.55983,-33.362434,1.123644,26.816278,,,,,0,,,,,,,,,,,-56.8,0,0,0,0,5.5,K5 V,,0,0,4.72,0.06,-0.06,0,0,,,,,,4.38,0.9,-0.9,0,-0.15,0.11,-0.11,0,0,0.5,0.7,-0.4,0,[Fe/H],2.3,1.2,-1.2,0,0,,,,,,,,,,,,,1SWASP J231829.54+245321.4,1,0,0,1,0,3,0,,,,,13.92,,0,0,,,,,,,,,10.44,0.016,0,0,9.878,0.021,0,0,9.723,0.016,0,0,9.671,0.023,0,0,9.749,0.02,0,0,9.614,0.039,0,0,8.834,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0.562,0.026,0,0,0.155,0.026,0,0,0.717,0.023,0,0,,,,,,,,,,,,,3
1782,WASP-6,b,Transit,1,3.36100208,0.00000031,-0.00000031,0,0.0414,0.001,-0.001,0,0.054,0.018,-0.015,0,0.485,0.027,-0.027,0,,,,,1.23,0.035,-0.035,0,0.325,0.059,-0.059,0,88.38,0.31,-0.31,0,0,0,348.157257,-22.673937,,,,,11.9,,0,0,5375,65,-65,0,0,0.836,0.063,-0.063,0,0,0.86,0.02,-0.02,0,0,,,WASP-6 b,1,1,0,0,0,0,,,,,,,,,74.3,1.7,-1.4,0,1184,16,-16,0,,,,,154.14755,8.58141,-8.58141,0,,,,,13.787,0.392,-0.392,0,0.126,0.004,-0.004,0,,,,,,,,,2454425.022,0.00011,-0.00011,0,BJD/TDB,,,,,,,,,,,,,0.1463,0.0012,-0.0012,0,2009,3,0,40,11,http://exoplanet.eu/catalog/wasp-6_b/,http://exoplanets.org/detail/WASP-6_b,4/16/15,23.21048381,38.731031,-67.195495,340.090534,-16.161855,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,0.02,-0.02,0,0,,,,,0,1.826,0.075,-0.075,0,-0.15,0.09,-0.09,0,0,9,8,-12.7,0,[Fe/H],1.6,0.27,,0,,,,,,,,,,,,,,1SWASP J231237.75-224026.1,8,5,0,2,1,3,0,,,,,,,,,,,,,,,,,10.769,0.026,0,0,10.445,0.025,0,0,10.325,0.025,0,0,10.275,0.022,0,0,10.338,0.021,0,0,10.243,0.067,0,0,8.294,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.324,0.036,0,0,0.12,0.035,0,0,0.444,0.036,0,0,,,,,,,,,,,,,3
1783,WASP-60,b,Transit,1,4.3050011,0.0000062,-0.0000062,0,0.0531,0.0006,-0.0006,0,0,,,0,0.514,0.034,-0.034,0,,,,,0.86,0.12,-0.12,0,1.1,0.4,-0.4,0,87.9,1.6,-1.6,0,0,0,356.666565,31.155935,400,60,-60,0,12.18,,0,0,5900,100,-100,0,0,1.078,0.035,-0.035,0,0,1.14,0.13,-0.13,0,0,,,WASP-60 b,1,1,0,0,0,0,,,,,,,,,,,,,1320,75,-75,0,,,,,163.358,10.806,-10.806,0,,,,,9.64,1.35,-1.35,0,0.088,0.012,-0.012,0,0.6,0.06,-0.06,0,0.139,0.005,-0.005,0,2455747.03,0.0022,-0.0022,0,HJD,0.37,0.23,-0.23,0,,,,,10,1.236,-0.991,0,,,,,2012,3,0,19,6,http://exoplanet.eu/catalog/wasp-60_b/,http://exoplanets.org/detail/WASP-60_b,11/13/12,23.777771,106.984986,-29.702123,10.617064,29.634811,,,,,0,,,,,,,,,,,-26.63,0.01,-0.01,0,0,4.1,G1 V,,0,0,4.35,0.09,-0.09,0,0,,,,,,1.01,0.28,-0.28,0,-0.04,0.09,-0.09,0,0,3.6,4.3,-2.1,0,[Fe/H],3.4,0.8,-0.8,0,0,,,,,,,,,,,,,1SWASP J234639.98+310921.4,0,0,0,0,0,3,0,,,,,12.86,,0,0,,,,,,,,,10.964,0.019,0,0,10.656,0.028,0,0,10.585,0.019,0,0,10.554,0.022,0,0,10.59,0.02,0,0,10.627,0.096,0,0,8.645,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0.308,0.034,0,0,0.071,0.034,0,0,0.379,0.027,0,0,,,,,,,,,,,,,3
1784,WASP-61,b,Transit,1,3.8559,0.000003,-0.000003,0,0.0514,0.0009,-0.0009,0,0.26,,,1,2.06,0.17,-0.17,0,,,,,1.24,0.03,-0.03,0,1.423,0.12,-0.12,0,89.35,0.45,-0.66,0,0,0,75.29966,-26.054144,480,65,-65,0,12.5,,0,0,6320,140,,0,,1.22,0.07,,0,,1.36,0.03,,0,,,,WASP-61 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,654.702,54.029,-54.029,0,,,,,13.899,0.336,-0.336,0,0.127,0.003,-0.003,0,0.88,0.01,-0.01,0,0.1642,0.0006,-0.0006,0,2455859.528,0.00023,-0.00023,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,13,7,http://exoplanet.eu/catalog/wasp-61_b/,http://exoplanets.org/detail/WASP-61_b,4/30/13,5.01997732,227.121028,-34.7646,69.887544,-48.472187,,,,,,,,,,,,,,,,18.97,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,0.5,,0,,,,,,,,,,,,,,1SWASP J050111.91-260314.9,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,11.219,0.028,0,0,11.034,0.024,0,0,11.008,0.026,0,0,10.915,0.023,0,0,10.949,0.021,0,0,10.966,0.091,0,0,9.337,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.185,0.037,0,0,0.026,0.035,0,0,0.211,0.038,0,0,,,,,,,,,,,,,3
1785,WASP-62,b,Transit,1,4.411953,0.000003,-0.000003,0,0.0567,0.0007,-0.0007,0,0.21,,,1,0.57,0.04,-0.04,0,,,,,1.39,0.06,-0.06,0,0.279,0.04,-0.04,0,88.3,0.9,-0.6,0,0,0,87.139961,-63.988434,160,30,-30,0,10.3,,0,0,6280,80,,0,,1.25,0.05,,0,,1.28,0.05,,0,,,,WASP-62 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,181.155,12.713,-12.713,0,,,,,15.581,0.673,-0.673,0,0.143,0.006,-0.006,0,1.23,0.02,-0.02,0,0.1588,0.0014,-0.0014,0,2455855.392,0.00027,-0.00027,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,19,8,http://exoplanet.eu/catalog/wasp-62_b/,http://exoplanets.org/detail/WASP-62_b,4/30/13,5.80933075,273.415847,-31.033437,63.752937,-87.163845,,,,,,,,,,,,,,,,14.97,0.01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,0.4,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,9.272,0.024,0,0,9.008,0.024,0,0,8.944,0.021,0,0,8.896,0.023,0,0,8.917,0.02,0,0,8.87,0.022,0,0,9.165,0.307,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.264,0.034,0,0,0.064,0.032,0,0,0.328,0.032,0,0,,,,,,,,,,,,,3
1786,WASP-63,b,Transit,1,4.37809,0.000006,-0.000006,0,0.0574,0.0007,-0.0007,0,0.22,,,1,0.38,0.03,-0.03,0,,,,,1.43,0.1,-0.06,0,0.173,0.027,-0.027,0,87.8,1.3,-1.3,0,0,0,94.336433,-38.323257,330,50,-50,0,11.2,,0,0,5570,90,,0,,1.32,0.05,,0,,1.88,0.1,,0,,,,WASP-63 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,120.77,9.535,-9.535,0,,,,,16.029,1.121,-0.673,0,0.147,0.01,-0.006,0,0.609,0.017,-0.017,0,0.2225,0.0017,-0.0017,0,2455921.653,0.0005,-0.0005,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,19,8,http://exoplanet.eu/catalog/wasp-63_b/,http://exoplanets.org/detail/WASP-63_b,4/30/13,6.28909556,245.67209,-22.720382,97.177326,-61.654551,,,,,,,,,,,,,,,,-23.71,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0.5,,0,,,,,,,,,,,,,,1SWASP J061720.74-381923.8,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,9.818,0.024,0,0,9.463,0.021,0,0,9.393,0.021,0,0,9.343,0.023,0,0,9.388,0.02,0,0,9.325,0.03,0,0,9.072,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.355,0.032,0,0,0.07,0.03,0,0,0.425,0.032,0,0,,,,,,,,,,,,,3
1787,WASP-64,b,Transit,1,1.5732918,0.0000015,-0.0000015,0,0.02648,0.00024,-0.00024,0,0,,,0,1.271,0.068,-0.068,0,,,,,1.271,0.039,-0.039,0,0.823,0.085,-0.069,0,86.57,0.8,-0.6,0,0,0,101.115044,-32.858402,350,90,-90,0,12.29,,0,0,5400,100,-100,0,0,1.004,0.028,-0.028,0,0,1.06,0.03,-0.03,0,0,,,WASP-64 b,1,1,0,0,0,0,,,,,,,,,221,11,-11,0,1689,49,-49,0,,,,,403.945,21.612,-21.612,0,,,,,14.247,0.437,-0.437,0,0.131,0.004,-0.004,0,1.522,0.025,-0.025,0,0.09999,0.00046,-0.00046,0,2455582.602,0.00027,-0.00027,0,HJD-TDB,0.322,0.048,-0.068,0,,,,,5.39,0.11,-0.09,0,0.1234,0.0011,-0.0011,0,2012,3,0,22,6,http://exoplanet.eu/catalog/wasp-64_b/,http://exoplanets.org/detail/WASP-64_b,2/26/13,6.74100291,242.23409,-15.673639,106.680879,-55.655873,,,,,0,,,,,,,,,,,33.19,0.01,-0.01,0,0,4.7,G7,,0,0,4.39,0.02,-0.02,0,0,-0.022,0.056,-0.064,0,0,1.196,0.075,-0.062,0,-0.08,0.11,-0.11,0,0,1.2,1.2,-0.7,0,[Fe/H],3.4,0.8,-0.8,0,0,,,,,,,,,,,,,1SWASP J064427.63-325130.4,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,11.368,0.018,0,0,11.079,0.022,0,0,10.956,0.017,0,0,10.963,0.023,0,1,11.012,0.019,0,1,10.977,0.1,0,0,9.289,0.539,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.289,0.028,0,0,0.123,0.028,0,0,0.412,0.025,0,0,,,,,,,,,,,,,3
1788,WASP-65,b,Transit,1,2.3114243,0.0000015,-0.0000015,0,0.0334,0.0016,-0.0017,0,0,,,0,1.55,0.16,-0.16,0,,,,,1.112,0.059,-0.059,0,1.5,0.09,-0.11,0,88.8,0.8,-0.7,0,0,0,133.32431,8.523038,310,50,-50,0,11.9,0.04,0,0,5600,100,-100,0,0,0.93,0.14,-0.14,0,0,1.01,0.05,-0.05,0,0,,,WASP-65 b,1,1,0,0,0,0,,,,,,,,,249,5,-5,0,1480,10,-10,0,,,,,492.62,50.85,-50.85,0,,,,,12.464,0.661,-0.661,0,0.114,0.006,-0.006,0,1.28,0.015,-0.015,0,0.11396,0.00045,-0.00045,0,2456110.688,0.00015,-0.00015,0,BJD-TDB,0.149,0.082,-0.095,0,,,,,,,,,,,,,2013,3,0,19,6,http://exoplanet.eu/catalog/wasp-65_b/,,10/7/13,8.88828735,219.406174,30.91929,133.34077,-8.638663,,,,,0,,,,,,,,,,,-3.19,0,0,0,0,4.6,G6,,0,0,4.4,0.02,-0.02,0,0,,,,,,1.28,0.04,-0.06,0,-0.07,0.07,-0.07,0,0,8,,,0,[Fe/H],3.6,0.5,-0.5,0,0,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,12.57,0.01,0,0,,,,,,,,,10.669,0.019,0,0,10.44,0.031,0,0,10.346,0.019,0,0,10.307,0.022,0,0,10.351,0.02,0,0,10.275,0.073,0,0,8.361,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0.229,0.036,0,0,0.094,0.036,0,0,0.323,0.027,0,0,,,,,,,,,,,,,3
1789,WASP-66,b,Transit,1,4.086052,0.000007,-0.000007,0,0.0546,0.0009,-0.0009,0,0.11,,,1,2.32,0.13,-0.13,0,,,,,1.39,0.09,-0.09,0,1.144,0.226,-0.173,0,85.9,0.9,-0.9,0,0,0,158.22496,-34.989845,380,100,-100,0,11.6,,0,0,6580,170,,0,,1.3,0.07,,0,,1.75,0.09,,0,,,,WASP-66 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,737.335,41.316,-41.316,0,,,,,15.581,1.009,-1.009,0,0.143,0.009,-0.009,0,0.668,0.016,-0.016,0,0.1876,0.0017,-0.0017,0,2455929.096,0.00035,-0.00035,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,19,8,http://exoplanet.eu/catalog/wasp-66_b/,http://exoplanets.org/detail/WASP-66_b,4/30/13,10.54833069,273.274382,19.782235,176.184645,-40.315987,,,,,,,,,,,,,,,,-10.02,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,0.9,,0,,,,,,,,,,,,,,1SWASP J103254.00-345923.3,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,10.719,0.022,0,0,10.496,0.024,0,0,10.452,0.022,0,0,10.4,0.024,0,0,10.426,0.021,0,0,10.374,0.067,0,0,8.444,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.223,0.033,0,0,0.044,0.033,0,0,0.267,0.031,0,0,,,,,,,,,,,,,3
1790,WASP-67,b,Transit,1,4.61442,0.00001,-0.00001,0,0.0517,0.0008,-0.0008,0,0.2,,,1,0.42,0.04,-0.04,0,,,,,1.4,0.3,-0.2,0,0.213,0.106,-0.106,0,85.8,0.3,-0.4,0,0,0,295.743835,-19.949596,225,45,-45,0,12.5,,0,0,5240,10,,0,,0.87,0.04,,0,,0.87,0.04,,0,,,,WASP-67 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,133.483,12.713,-12.713,0,,,,,15.693,3.363,-2.242,0,0.144,0.031,-0.021,0,1.81,0.13,-0.05,0,0.079,0.001,-0.001,0,2455824.374,0.0002,-0.0002,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,30,9,http://exoplanet.eu/catalog/wasp-67_b/,http://exoplanets.org/detail/WASP-67_b,4/30/13,19.7162557,20.137928,-20.006195,294.104348,1.361292,,,,,,,,,,,,,,,,-0.56,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.4,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,10.608,0.026,0,0,10.214,0.023,0,0,10.129,0.021,0,0,10.026,0.023,0,0,10.077,0.021,0,0,10.118,0.071,0,0,8.171,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.394,0.035,0,0,0.085,0.031,0,0,0.479,0.033,0,0,,,,,,,,,,,,,3
1791,WASP-68,b,Transit,1,5.084298,0.000015,-0.000015,0,0.06206,0.00045,-0.0004,0,0,,,0,0.95,0.03,-0.03,0,,,,,1.24,0.1,-0.06,0,0.665,0.093,-0.133,0,88.1,1.3,-1.3,0,0,0,305.095795,-19.31468,,,,,10.7,,0,0,5911,59,-60,0,0,1.24,0.03,-0.03,0,0,1.69,0.11,-0.06,0,0,HD 193334,,WASP-68 b,1,1,0,0,0,0,,,,,,,,,97.9,1.9,-1.9,0,1490,44,-29,0,,,,,301.93,9.53,-9.53,0,,,,,13.9,1.12,-0.67,0,0.128,0.01,-0.006,0,0.57,0.03,-0.02,0,0.214,0.003,-0.002,0,2456064.864,0.0006,-0.00061,0,HJD-TDB,0.26,0.15,-0.18,0,,,,,7.9,0.25,-0.46,0,0.075,0.002,-0.002,0,2014,3,0,22,11,http://exoplanet.eu/catalog/wasp-68_b/,,4/9/14,20.33971965,24.369384,-27.947223,302.860044,0.210687,,,,,,,,,,,,,,,,,,,,,4,G0,,0,0,4.09,0.13,-0.08,0,0,0.505,0.051,-0.043,0,0,0.366,0.042,-0.07,0,0.22,0.08,-0.08,0,0,,,,,[Fe/H],2.3,0.8,-0.8,0,0,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,9.341,0.019,0,0,9.042,0.022,0,0,8.948,0.02,0,0,8.913,0.023,0,0,8.968,0.02,0,0,8.922,0.029,0,0,8.28,0.284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.299,0.029,0,0,0.094,0.03,0,0,0.393,0.028,0,0,,,,,,,,,,,,,3
