rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
1765,WASP-42,b,Transit,1,4.9816872,0.0000073,-0.0000073,0,0.0548,0.0017,-0.0017,0,0.06,0.013,-0.013,0,0.5,0.035,-0.035,0,,,,,1.08,0.057,-0.057,0,0.528,0.072,-0.063,0,88.25,0.27,-0.23,0,0,0,192.981552,-42.073608,160,40,-40,0,12.57,,0,0,5200,150,,0,,0.884,0.086,,0,,0.86,0.04,,0,,,,WASP-42 b,1,1,0,0,0,0,,,,,167,26,-26,0,,,,,,,,,,,,,158.908,11.124,-11.124,0,,,,,12.106,0.639,-0.639,0,0.111,0.006,-0.006,0,1.65,0.037,-0.037,0,0.12043,0.00093,-0.00093,0,2455650.567,0.00023,-0.00023,0,HJD,,,,,,,,,,,,,,,,,2012,3,0,20,7,http://exoplanet.eu/catalog/wasp-42_b/,http://exoplanets.org/detail/WASP-42_b,4/30/13,12.86543681,303.028834,20.798097,210.114202,-33.261665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.4,,0,,,,,,,,,,,,,,1SWASP J125155.62-420425.2,2,0,0,2,0,3,0,,,,,,,,,,,,,,,,,10.542,0.025,0,0,10.103,0.022,0,0,10.033,0.022,0,0,9.923,0.022,0,0,9.986,0.02,0,0,9.876,0.038,0,0,9.382,0.523,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.439,0.033,0,0,0.07,0.031,0,0,0.509,0.033,0,0,,,,,,,,,,,,,3
1766,WASP-43,b,Transit,1,0.813475,0.000001,-0.000001,0,0.0142,0.0004,-0.0004,0,0,,,0,1.78,0.1,-0.1,0,,,,,0.93,0.07,-0.09,0,2.939,0.971,-0.545,0,82.6,1.3,-0.9,0,0,0,154.908371,-9.806276,80,20,-20,0,12.4,,0,0,4400,200,,0,,0.58,0.05,,0,,0.6,0.04,,0,,,,WASP-43 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,565.714,31.782,-31.782,0,,,,,10.424,0.785,-1.009,0,0.096,0.007,-0.009,0,2.55,0.12,-0.12,0,0.0483,0.0011,-0.0011,0,2455528.868,0.00014,-0.00014,0,HJD-UTC,,,,,,,,,,,,,,,,,2011,3,0,28,7,http://exoplanet.eu/catalog/wasp-43_b/,http://exoplanets.org/detail/WASP-43_b,1/8/15,10.32722473,252.786806,37.870019,160.521344,-18.813141,,,,,,,,,,,,,,,,-3.59,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.4,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,9.995,0.024,0,0,9.397,0.025,0,0,9.267,0.026,0,0,9.152,0.023,0,0,9.225,0.02,0,0,9.134,0.032,0,0,8.469,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,0.598,0.035,0,0,0.13,0.036,0,0,0.728,0.035,0,0,,,,,,,,,,,,,4
1767,WASP-44,b,Transit,1,2.4238039,0.0000087,-0.0000087,0,0.03473,0.00041,-0.00041,0,0,,,0,0.889,0.062,-0.062,0,,,,,1.14,0.11,-0.11,0,0.811,0.306,-0.2,0,86.02,1.11,-0.86,0,0,0,3.903165,-11.938115,,,,,12.9,,0,0,5410,150,,0,,0.951,0.034,,0,,0.93,0.07,,0,,,,WASP-44 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,282.539,19.705,-19.705,0,,,,,12.778,1.233,-1.233,0,0.117,0.011,-0.011,0,1.588,0.076,-0.076,0,0.0936,0.0022,-0.0022,0,2455434.376,0.0004,-0.0004,0,HJD-UTC,,,,,,,,,,,,,,,,,2011,3,0,13,5,http://exoplanet.eu/catalog/wasp-44_b/,http://exoplanets.org/detail/WASP-44_b,4/30/13,0.26021101,92.237408,-72.639264,358.756982,-12.49046,,,,,,,,,,,,,,,,-4.04,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.9,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,11.702,0.023,0,0,11.408,0.025,0,0,11.341,0.026,0,0,11.246,0.022,0,0,11.301,0.021,0,0,11.345,0.191,0,0,8.756,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.294,0.034,0,0,0.067,0.036,0,0,0.361,0.035,0,0,,,,,,,,,,,,,3
1768,WASP-45,b,Transit,1,3.1260876,0.0000035,-0.0000035,0,0.04054,0.0009,-0.0009,0,0,,,0,1.007,0.053,-0.053,0,,,,,1.16,0.28,-0.14,0,0.851,0.399,-0.399,0,84.47,0.54,-0.79,0,0,0,5.237497,-35.99826,,,,,12,,0,0,5140,200,,0,,0.909,0.06,,0,,0.94,0.09,,0,,,,WASP-45 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,320.041,16.844,-16.844,0,,,,,13.002,3.138,-1.569,0,0.119,0.029,-0.014,0,1.495,0.071,-0.071,0,0.0746,0.0035,-0.0035,0,2455441.269,0.00058,-0.00058,0,HJD-UTC,,,,,,,,,,,,,,,,,2011,3,0,19,8,http://exoplanet.eu/catalog/wasp-45_b/,http://exoplanets.org/detail/WASP-45_b,4/30/13,0.34916646,337.207129,-79.015522,348.354826,-34.655207,,,,,,,,,,,,,,,,4.55,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.7,,0,,,,,,,,,,,,,,1SWASP J002056.99-355953.8,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,10.753,0.024,0,0,10.365,0.026,0,0,10.294,0.021,0,0,10.207,0.022,0,1,10.275,0.02,0,1,10.183,0.059,0,0,8.954,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.388,0.035,0,0,0.071,0.033,0,0,0.459,0.032,0,0,,,,,,,,,,,,,3
1769,WASP-46,b,Transit,1,1.43037,0.0000023,-0.0000023,0,0.02448,0.00028,-0.00028,0,0,,,0,2.101,0.073,-0.073,0,,,,,1.31,0.051,-0.051,0,1.25,0.146,-0.146,0,82.63,0.38,-0.38,0,0,0,318.736969,-55.87178,,,,,12.9,,0,0,5620,160,,0,,0.956,0.034,,0,,0.92,0.03,,0,,,,WASP-46 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,667.733,23.201,-23.201,0,,,,,14.684,0.572,-0.572,0,0.135,0.005,-0.005,0,2.155,0.049,-0.049,0,0.06973,0.0009,-0.0009,0,2455392.316,0.0002,-0.0002,0,HJD-UTC,,,,,,,,,,,,,,,,,2011,3,0,13,5,http://exoplanet.eu/catalog/wasp-46_b/,http://exoplanets.org/detail/WASP-46_b,4/30/13,21.24913127,340.697736,-42.073743,302.236329,-37.75539,,,,,,,,,,,,,,,,-3.78,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.2,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,11.753,0.023,0,0,11.465,0.025,0,0,11.401,0.026,0,0,11.351,0.023,0,0,11.372,0.021,0,0,10.941,0.092,0,0,9.243,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.288,0.034,0,0,0.064,0.036,0,0,0.352,0.035,0,0,,,,,,,,,,,,,3
1770,WASP-47,b,Transit,1,4.1591399,0.0000072,-0.0000072,0,0.052,0.0006,-0.0006,0,0.11,,,1,1.14,0.05,-0.05,0,,,,,1.15,0.04,-0.02,0,0.984,0.067,-0.08,0,89.2,0.5,-0.7,0,0,0,331.203033,-12.018885,200,30,-30,0,11.9,,0,0,5350,90,,0,,1.084,0.037,,0,,1.15,0.03,,0,,,,WASP-47 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,362.311,15.891,-15.891,0,,,,,12.89,0.448,-0.224,0,0.118,0.004,-0.002,0,1.051,0.014,-0.014,0,0.14933,0.00065,-0.00065,0,2455764.346,0.00022,-0.00022,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,19,8,http://exoplanet.eu/catalog/wasp-47_b/,http://exoplanets.org/detail/WASP-47_b,4/30/13,22.08020223,45.748098,-48.186878,328.995606,-0.208512,,,,,,,,,,,,,,,,-27.06,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.6,,0,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,12.721,0.041,0,0,,,,,,,,,10.613,0.022,0,0,10.31,0.021,0,0,10.192,0.026,0,0,10.165,0.023,0,0,10.236,0.019,0,0,10.172,0.081,0,0,8.745,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.735,0.042,0,0,,,,,,,,,0.303,0.03,0,0,0.118,0.033,0,0,0.421,0.034,0,0,,,,,,,,,,,,,4
1771,WASP-48,b,Transit,1,2.14363544,0.00000058,-0.00000058,0,0.0332,0.00078,-0.00078,0,0,,,0,0.907,0.085,-0.085,0,,,,,1.396,0.051,-0.051,0,0.415,0.049,-0.049,0,81.99,0.54,-0.54,0,0,0,291.162323,55.47316,,,,,11.72,0.14,0,0,6000,150,-150,0,0,1.062,0.075,-0.075,0,0,1.52,0.05,-0.05,0,0,,,WASP-48 b,1,1,0,0,0,0,,,,,,,,,136,11,-11.1,0,1956,54,-54,0,,,,,288,27,-27,0,,,,,15.65,0.57,-0.57,0,0.143,0.005,-0.005,0,,,,,,,,,2455364.552,0.00024,-0.00024,0,,,,,,,,,,4.701,0.118,-0.112,0,0.09584,0.00077,-0.00077,0,2011,3,0,31,7,http://exoplanet.eu/catalog/wasp-48_b/,http://exoplanets.org/detail/WASP-48_b,3/26/15,19.41082153,86.88248,17.627363,322.459502,75.045259,,,,,,,,,,,,,,,,-19.68,0,,0,,,,,,,4.1,0.02,-0.02,0,0,,,,,0,0.427,0.031,-0.031,0,-0.12,0.12,-0.12,0,0,6.6,1.2,-5.6,0,[Fe/H],12.2,0.7,,0,,,,,,,,,,,,,,1SWASP J192438.98+552823.3,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,10.627,0.025,0,0,10.441,0.032,0,0,10.372,0.022,0,0,10.326,0.023,0,0,10.368,0.02,0,0,10.339,0.047,0,0,9.299,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.186,0.041,0,0,0.069,0.039,0,0,0.255,0.033,0,0,,,,,,,,,,,,,3
1772,WASP-49,b,Transit,1,2.7817387,0.0000056,-0.0000056,0,0.0379,0.0011,-0.0011,0,0,,,0,0.378,0.027,-0.027,0,,,,,1.115,0.047,-0.047,0,0.363,0.04,-0.035,0,84.89,0.19,-0.19,0,0,0,91.089424,-16.965294,170,20,-20,0,11.36,,0,0,5600,150,,0,,0.938,0.08,,0,,0.98,0.03,,0,,,,WASP-49 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,120.135,8.581,-8.581,0,,,,,12.498,0.527,-0.527,0,0.115,0.005,-0.005,0,1.376,0.038,-0.038,0,0.08832,0.0008,-0.0008,0,2455580.594,0.00029,-0.00029,0,HJD,,,,,,,,,,,,,,,,,2012,3,0,13,5,http://exoplanet.eu/catalog/wasp-49_b/,http://exoplanets.org/detail/WASP-49_b,4/30/13,6.07262828,223.265047,-17.860159,91.368337,-40.399411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.3,,0,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,10.146,0.024,0,0,9.812,0.027,0,0,9.749,0.021,0,0,9.648,0.022,0,0,9.677,0.02,0,0,9.632,0.038,0,0,8.669,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.334,0.036,0,0,0.063,0.034,0,0,0.397,0.032,0,0,,,,,,,,,,,,,3
1773,WASP-5,b,Transit,1,1.6284279,0.0000022,-0.0000049,0,0.0267,0.0012,-0.0008,0,0.038,0.026,-0.018,0,1.58,0.13,-0.1,0,,,,,1.087,0.068,-0.071,0,1.64,0.35,-0.21,0,86.9,2.8,-0.7,0,0,0,359.348999,-41.277149,300,50,-50,0,12.3,,0,0,5700,100,-100,0,0,0.96,0.13,-0.09,0,0,1.03,0.06,-0.07,0,0,,,WASP-5 b,1,1,0,0,0,0,,,,0,34.38,26.93,-22.35,0,279.7,9.2,-6.3,0,1706,52,-48,0,,,,,502.15,41.32,-31.78,0,,,,,12.184,0.762,-0.796,0,0.112,0.007,-0.007,0,1.18,0.022,-0.029,0,0.0987,0.0022,-0.002,0,2454373.996,0.00025,-0.00019,0,HJD,0.31,0.06,-0.28,0,,,,,,,,,,,,,2008,3,0,63,13,http://exoplanet.eu/catalog/wasp-5_b/,http://exoplanets.org/detail/WASP-5_b,4/30/13,23.95659993,337.593339,-72.018158,340.220283,-37.003817,,,,,,,,,,,,,,,,20.01,0,0,0,0,4.4,G4 V,,0,0,4.39,0.04,-0.04,0,0,,,,,0,1.24,0.17,-0.17,0,0.09,0.09,-0.09,0,0,5.4,4.4,-4.3,0,[Fe/H],3.05,0.41,,0,,,,,,,,,,,,,,1SWASP J235723.74-411637.5,6,4,0,1,1,3,0,,,,,,,,,,,,,,,,,10.949,0.021,0,0,10.65,0.025,0,0,10.598,0.023,0,0,10.542,0.023,0,0,10.589,0.021,0,0,10.552,0.085,0,0,8.714,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.299,0.033,0,0,0.052,0.034,0,0,0.351,0.031,0,0,,,,,,,,,,,,,3
1774,WASP-50,b,Transit,1,1.9550959,0.0000051,-0.0000051,0,0.02945,0.00085,-0.00085,0,0.009,0.011,-0.006,0,1.468,0.091,-0.086,0,,,,,1.153,0.048,-0.048,0,1.274,0.126,-0.109,0,84.74,0.24,-0.24,0,0,0,43.688072,-10.89808,230,40,-40,0,11.6,,0,0,5400,100,,0,,0.892,0.08,,0,,0.84,0.03,,0,,,,WASP-50 b,1,1,0,0,0,0,,,,,44,62,-80,0,,,,,,,,,,,,,466.555,28.921,-27.332,0,,,,,12.924,0.538,-0.538,0,0.119,0.005,-0.005,0,1.97,0.035,-0.035,0,0.07524,0.00068,-0.00068,0,2455558.612,0.00021,-0.00015,0,HJD-UTC,,,,,,,,,,,,,,,,,2011,3,0,20,8,http://exoplanet.eu/catalog/wasp-50_b/,http://exoplanets.org/detail/WASP-50_b,4/30/13,2.91253815,189.679499,-56.789395,37.613811,-26.312299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.5,,0,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,10.401,0.022,0,0,10.041,0.022,0,0,9.969,0.021,0,0,9.905,0.023,0,0,9.958,0.019,0,0,9.899,0.043,0,0,8.951,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.36,0.031,0,0,0.072,0.03,0,0,0.432,0.03,0,0,,,,,,,,,,,,,3
1775,WASP-52,b,Transit,1,1.7497798,0.0000012,-0.0000012,0,0.0272,0.0003,-0.0003,0,0,,,0,0.46,0.02,-0.02,0,,,,,1.27,0.03,-0.03,0,0.29,0.03,-0.03,0,85.35,0.2,-0.2,0,0,0,348.494751,8.761262,140,20,-20,0,12,,0,0,5000,100,-100,0,0,0.87,0.03,-0.03,0,0,0.79,0.02,-0.02,0,0,,,WASP-52 b,1,1,0,0,0,0,,,,,,,,,,,,,1315,35,-35,0,,,,,146.2,6.36,-6.36,0,,,,,14.24,0.34,-0.34,0,0.131,0.003,-0.003,0,2.71,0.04,-0.04,0,0.0754,0.0005,-0.0005,0,2455793.681,0.00009,-0.00009,0,HJD,0.6,0.02,-0.02,0,,,,,7.3801,0.1106,-0.1073,0,,,,,2012,3,0,26,7,http://exoplanet.eu/catalog/wasp-52_b/,http://exoplanets.org/detail/WASP-52_b,11/13/12,23.2329834,86.185437,-47.038279,352.920656,12.60114,,,,,0,,,,,,,,,,,-1.04,0,0,0,0,5.2,K2 V,,0,0,4.58,0.01,-0.01,0,0,,,,,,2.48,0.11,-0.11,0,0.03,0.12,-0.12,0,0,0.4,0.3,-0.2,0,[Fe/H],3.6,0.9,-0.9,0,0,,,,,,,,,,,,,,2,0,0,2,0,3,0,,,,,12.9,,0,0,,,,,,,,,10.588,0.018,0,0,10.186,0.026,0,0,10.086,0.024,0,0,10.011,0.023,0,0,10.094,0.021,0,0,9.983,0.061,0,0,8.395,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0.402,0.032,0,0,0.1,0.035,0,0,0.502,0.03,0,0,,,,,,,,,,,,,3
1776,WASP-54,b,Transit,1,3.6936411,0.0000043,-0.0000074,0,0.04987,0.00044,-0.00044,0,0.067,0.033,-0.025,0,0.636,0.025,-0.024,0,,,,,1.653,0.09,-0.083,0,0.188,0.029,-0.025,0,84.97,0.63,-0.59,0,0,0,205.454315,-0.128076,200,30,-30,0,10.42,0.06,0,0,6100,100,-100,0,0,1.213,0.032,-0.032,0,0,1.83,0.09,-0.08,0,0,,,WASP-54 b,1,1,0,0,0,0,,,,,62,21,-33,0,73,2,-2,0,1759,46,-46,0,,,,,202.131,7.945,-7.628,0,,,,,18.528,1.009,-0.93,0,0.17,0.009,-0.009,0,0.86,0.02,-0.02,0,0.1863,0.0015,-0.0018,0,2455518.351,0.00049,-0.00056,0,BJD,0.49,0.026,-0.044,0,,,,,,,,,0.0927,0.0011,-0.0011,0,2012,3,0,27,7,http://exoplanet.eu/catalog/wasp-54_b/,http://exoplanets.org/detail/WASP-54_b,2/4/13,13.69695435,328.935853,60.175219,203.639169,9.724441,,,,,0,,,,,,,,,,,-3.13,0,0,0,0,3.9,F9,,0,0,4,0.03,-0.04,0,0,,,,,,0.279,0.035,-0.034,0,-0.27,0.08,-0.08,0,0,6.3,1.6,-2.4,0,[Fe/H],4,0.8,-0.8,0,0,,,,,,,,,,,,,,2,0,0,2,0,3,0,,,,,10.98,0.07,0,0,10,0.3,0,0,9.773,0.053,0,0,9.365,0.018,0,0,9.135,0.026,0,0,9.035,0.021,0,0,9.007,0.022,0,0,9.036,0.02,0,0,9.011,0.027,0,0,8.711,0.291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0.23,0.032,0,0,0.1,0.033,0,0,0.33,0.028,0,0,,,,,,,,,,,,,3
1777,WASP-55,b,Transit,1,4.465633,0.000004,-0.000004,0,0.0533,0.0007,-0.0007,0,0.2,,,1,0.57,0.04,-0.04,0,,,,,1.3,0.05,-0.03,0,0.346,0.027,-0.04,0,89.2,0.6,-0.6,0,0,0,203.758118,-17.503464,330,50,-50,0,11.8,,0,0,5960,100,,0,,1.01,0.04,,0,,1.06,0.03,,0,,,,WASP-55 b,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,181.155,12.713,-12.713,0,,,,,14.572,0.56,-0.336,0,0.134,0.005,-0.003,0,1.58,0.03,-0.03,0,0.147,0.001,-0.001,0,2455737.94,0.0003,-0.0003,0,HJD-UTC,,,,,,,,,,,,,,,,,2012,3,0,19,8,http://exoplanet.eu/catalog/wasp-55_b/,http://exoplanets.org/detail/WASP-55_b,4/30/13,13.58387451,317.482529,44.133163,208.409722,-7.071627,,,,,,,,,,,,,,,,-4.32,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,1,,0,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,,,,,,,,,,,,10.775,0.027,0,0,10.443,0.023,0,0,10.396,0.024,0,0,10.323,0.023,0,0,10.343,0.02,0,0,10.381,0.064,0,0,8.641,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.332,0.035,0,0,0.047,0.033,0,0,0.379,0.036,0,0,,,,,,,,,,,,,3
1778,WASP-56,b,Transit,1,4.617101,0.000004,-0.000002,0,0.05458,0.00041,-0.00041,0,0,,,0,0.571,0.034,-0.035,0,,,,,1.092,0.035,-0.033,0,0.583,0.064,-0.061,0,88.5,0.1,-0.2,0,0,0,183.366287,23.055698,255,40,-40,0,11.484,0.115,0,0,5600,100,-100,0,0,1.017,0.024,-0.024,0,0,1.11,0.03,-0.02,0,0,,,WASP-56 b,1,1,0,0,0,0,,,,,,,,,69,4,-4,0,1216,25,-24,0,,,,,181.473,10.806,-11.124,0,,,,,12.24,0.392,-0.37,0,0.112,0.004,-0.003,0,1.019,0.041,-0.041,0,0.1484,0.0025,-0.0025,0,2455730.799,0.001,-0.001,0,BJD,0.272,0.029,-0.018,0,,,,,,,,,0.10095,0.00201,-0.00205,0,2012,3,0,26,7,http://exoplanet.eu/catalog/wasp-56_b/,http://exoplanets.org/detail/WASP-56_b,2/4/13,12.22441915,236.20578,80.4912,173.404248,22.383311,,,,,0,,,,,,,,,,,4.68,0,0,0,0,4.6,G6,,0,0,4.35,0.02,-0.02,0,0,,,,,,1.04,0.06,-0.06,0,0.12,0.06,-0.06,0,0,6.2,3,-2.1,0,[Fe/H],1.5,0.9,-0.9,0,0,,,,,,,,,,,,,1SWASP J121327.90+230320.2,1,0,0,1,0,3,0,,,,,12.74,0.28,0,0,10.7,0.3,0,0,11.388,0.087,0,0,10.874,0.017,0,0,10.603,0.02,0,0,10.532,0.017,0,0,10.481,0.023,0,0,10.535,0.02,0,0,10.529,0.081,0,0,8.604,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0.271,0.026,0,0,0.071,0.026,0,0,0.342,0.024,0,0,,,,,,,,,,,,,3
